"Date","Company","Close","MA7","MA30","Tariff_Period"
2025-01-13,"MONDE",7.62,8.05285714285714,NA,"Before"
2025-01-14,"JFC",251.4,260.771428571429,NA,"Before"
2025-01-14,"URC",69.8,77.5357142857143,NA,"Before"
2025-01-14,"CNPF",43.95,43.6785714285714,NA,"Before"
2025-01-14,"GSMI",271.8554,271.798828571429,NA,"Before"
2025-01-14,"MONDE",7.2,7.88142857142857,NA,"Before"
2025-01-15,"JFC",251.4,259.4,NA,"Before"
2025-01-15,"URC",69.95,75.7571428571429,NA,"Before"
2025-01-15,"CNPF",43.15,43.7142857142857,NA,"Before"
2025-01-15,"GSMI",270.2714,271.968542857143,NA,"Before"
2025-01-15,"MONDE",7,7.69142857142857,NA,"Before"
2025-01-16,"JFC",242.6,256.342857142857,NA,"Before"
2025-01-16,"URC",68,74.0428571428572,NA,"Before"
2025-01-16,"CNPF",43.25,43.7142857142857,NA,"Before"
2025-01-16,"GSMI",272.2514,272.392828571429,NA,"Before"
2025-01-16,"MONDE",7.15,7.53857142857143,NA,"Before"
2025-01-17,"JFC",247,253.485714285714,NA,"Before"
2025-01-17,"URC",68.6,72.75,NA,"Before"
2025-01-17,"CNPF",43.5,43.7142857142857,NA,"Before"
2025-01-17,"GSMI",272.2514,272.025114285714,NA,"Before"
2025-01-17,"MONDE",6.8,7.36,NA,"Before"
2025-01-20,"JFC",247,250.971428571429,NA,"After"
2025-01-20,"URC",68.8,71.2714285714286,NA,"After"
2025-01-20,"CNPF",44,43.7857142857143,NA,"After"
2025-01-20,"GSMI",272.2514,271.629114285714,NA,"After"
2025-01-20,"MONDE",7.05,7.23857142857143,NA,"After"
2025-01-21,"JFC",247,248.771428571429,NA,"After"
2025-01-21,"URC",66,69.45,NA,"After"
2025-01-21,"CNPF",43.15,43.5928571428571,NA,"After"
2025-01-21,"GSMI",271.2614,271.770542857143,NA,"After"
2025-01-21,"MONDE",7.05,7.12428571428571,NA,"After"
2025-01-22,"JFC",245,247.342857142857,NA,"After"
2025-01-22,"URC",64.5,67.95,NA,"After"
2025-01-22,"CNPF",44.25,43.6071428571429,NA,"After"
2025-01-22,"GSMI",272.2514,271.770542857143,NA,"After"
2025-01-22,"MONDE",7.2,7.06428571428571,NA,"After"
2025-01-23,"JFC",248.6,246.942857142857,NA,"After"
2025-01-23,"URC",66.95,67.5428571428571,NA,"After"
2025-01-23,"CNPF",42.9,43.4571428571429,NA,"After"
2025-01-23,"GSMI",272.2514,271.827114285714,NA,"After"
2025-01-23,"MONDE",7.27,7.07428571428571,NA,"After"
2025-01-24,"JFC",247.6,246.4,NA,"After"
2025-01-24,"URC",66.9,67.1071428571429,NA,"After"
2025-01-24,"CNPF",41.7,43.25,NA,"After"
2025-01-24,"GSMI",271.2614,271.968542857143,NA,"After"
2025-01-24,"MONDE",7.01,7.07571428571429,NA,"After"
2025-01-27,"JFC",238.2,245.771428571429,NA,"After"
2025-01-27,"URC",65.5,66.75,NA,"After"
2025-01-27,"CNPF",40.5,42.8571428571429,NA,"After"
2025-01-27,"GSMI",271.2614,271.827114285714,NA,"After"
2025-01-27,"MONDE",6.81,7.02714285714286,NA,"After"
2025-01-28,"JFC",242,245.057142857143,NA,"After"
2025-01-28,"URC",64.8,66.2071428571429,NA,"After"
2025-01-28,"CNPF",39.85,42.3357142857143,NA,"After"
2025-01-28,"GSMI",270.8654,271.629114285714,NA,"After"
2025-01-28,"MONDE",6.99,7.05428571428571,NA,"After"
2025-01-30,"JFC",236.6,243.571428571429,NA,"After"
2025-01-30,"URC",64.35,65.5714285714286,NA,"After"
2025-01-30,"CNPF",40.85,41.8857142857143,NA,"After"
2025-01-30,"GSMI",269.2814,271.204828571429,NA,"After"
2025-01-30,"MONDE",6.9,7.03285714285714,NA,"After"
2025-01-31,"JFC",222,240,NA,"After"
2025-01-31,"URC",60.8,64.8285714285714,NA,"After"
2025-01-31,"CNPF",36.65,40.9571428571429,NA,"After"
2025-01-31,"GSMI",269.6774,270.978542857143,NA,"After"
2025-01-31,"MONDE",6.65,6.97571428571429,NA,"After"
2025-02-03,"JFC",226,237.285714285714,NA,"After"
2025-02-03,"URC",57.9,63.8857142857143,NA,"After"
2025-02-03,"CNPF",40.5,40.4214285714286,NA,"After"
2025-02-03,"GSMI",269.6774,270.610828571429,NA,"After"
2025-02-03,"MONDE",6.8,6.91857142857143,NA,"After"
2025-02-04,"JFC",235,235.342857142857,NA,"After"
2025-02-04,"URC",57.95,62.6,NA,"After"
2025-02-04,"CNPF",41.75,40.2571428571429,NA,"After"
2025-02-04,"GSMI",269.6774,270.243114285714,NA,"After"
2025-02-04,"MONDE",7.2,6.90857142857143,NA,"After"
2025-02-05,"JFC",244.6,234.914285714286,NA,"After"
2025-02-05,"URC",61.65,61.85,NA,"After"
2025-02-05,"CNPF",41.5,40.2285714285714,NA,"After"
2025-02-05,"GSMI",271.2614,270.243114285714,NA,"After"
2025-02-05,"MONDE",7.78,7.01857142857143,NA,"After"
2025-02-06,"JFC",243,235.6,NA,"After"
2025-02-06,"URC",62.5,61.4214285714286,NA,"After"
2025-02-06,"CNPF",40.95,40.2928571428571,NA,"After"
2025-02-06,"GSMI",271.8554,270.327971428571,NA,"After"
2025-02-06,"MONDE",7.77,7.15571428571429,NA,"After"
2025-02-07,"JFC",236.2,234.771428571429,NA,"After"
2025-02-07,"URC",62.6,61.1071428571429,NA,"After"
2025-02-07,"CNPF",39.8,40.2857142857143,NA,"After"
2025-02-07,"GSMI",277.2014,271.233114285714,NA,"After"
2025-02-07,"MONDE",7.6,7.24285714285714,NA,"After"
2025-02-10,"JFC",232.6,234.2,NA,"After"
2025-02-10,"URC",63,60.9142857142857,NA,"After"
2025-02-10,"CNPF",40,40.1642857142857,NA,"After"
2025-02-10,"GSMI",276.2114,272.223114285714,NA,"After"
2025-02-10,"MONDE",7.57,7.33857142857143,NA,"After"
2025-02-11,"JFC",236,236.2,NA,"After"
2025-02-11,"URC",61.9,61.0714285714286,NA,"After"
2025-02-11,"CNPF",38.75,40.4642857142857,NA,"After"
2025-02-11,"GSMI",277.0034,273.269685714286,NA,"After"
2025-02-11,"MONDE",7.55,7.46714285714286,NA,"After"
2025-02-12,"JFC",237,237.771428571429,NA,"After"
2025-02-12,"URC",61.2,61.5428571428571,NA,"After"
2025-02-12,"CNPF",40,40.3928571428571,NA,"After"
2025-02-12,"GSMI",277.2014,274.344542857143,NA,"After"
2025-02-12,"MONDE",8,7.63857142857143,NA,"After"
2025-02-13,"JFC",262.4,241.685714285714,247.593333333333,"After"
2025-02-13,"URC",61.8,62.0928571428571,68.23,"After"
2025-02-13,"CNPF",39,40,41.8633333333333,"After"
2025-02-13,"GSMI",273.2414,274.853685714286,272.1524,"After"
2025-02-13,"MONDE",8,7.75285714285714,7.47733333333333,"After"
2025-02-14,"JFC",259.2,243.771428571429,247.3,"After"
2025-02-14,"URC",62.95,62.2785714285714,67.705,"After"
2025-02-14,"CNPF",38.8,39.6142857142857,41.7566666666667,"After"
2025-02-14,"GSMI",273.0434,275.108257142857,272.1788,"After"
2025-02-14,"MONDE",7.9,7.77,7.454,"After"
2025-02-17,"JFC",253,245.2,246.846666666667,"After"
2025-02-17,"URC",63.95,62.4857142857143,67.1766666666667,"After"
2025-02-17,"CNPF",37.8,39.1642857142857,41.6116666666667,"After"
2025-02-17,"GSMI",270.2714,274.881971428571,272.1458,"After"
2025-02-17,"MONDE",8.15,7.82428571428571,7.44566666666667,"After"
2025-02-18,"JFC",257,248.171428571429,246.713333333333,"After"
2025-02-18,"URC",66.75,63.0785714285714,66.655,"After"
2025-02-18,"CNPF",38.5,38.9785714285714,41.465,"After"
2025-02-18,"GSMI",271.2614,274.0334,272.2184,"After"
2025-02-18,"MONDE",8.45,7.94571428571429,7.44966666666667,"After"
2025-02-19,"JFC",252.2,250.971428571429,246.32,"After"
2025-02-19,"URC",71.5,64.2928571428571,66.3716666666667,"After"
2025-02-19,"CNPF",39.4,38.8928571428571,41.3366666666667,"After"
2025-02-19,"GSMI",272.0534,273.4394,272.3108,"After"
2025-02-19,"MONDE",8.42,8.06714285714286,7.45633333333333,"After"
2025-02-20,"JFC",258,254.114285714286,246.02,"After"
2025-02-20,"URC",70.7,65.55,66.14,"After"
2025-02-20,"CNPF",39.4,38.9857142857143,41.2,"After"
2025-02-20,"GSMI",276.0134,273.297971428571,272.3504,"After"
2025-02-20,"MONDE",7.9,8.11714285714286,7.45133333333333,"After"
2025-02-21,"JFC",258.6,257.2,245.82,"After"
2025-02-21,"URC",74.45,67.4428571428572,65.9833333333333,"After"
2025-02-21,"CNPF",38.8,38.8142857142857,41.0433333333333,"After"
2025-02-21,"GSMI",281.9535,273.976842857143,272.581403333333,"After"
2025-02-21,"MONDE",8.05,8.12428571428572,7.45633333333333,"After"
2025-02-24,"JFC",254,256,245.54,"After"
2025-02-24,"URC",70.05,68.6214285714286,65.6933333333333,"After"
2025-02-24,"CNPF",38.8,38.7857142857143,40.8533333333333,"After"
2025-02-24,"GSMI",281.1614,275.108271428571,272.944403333333,"After"
2025-02-24,"MONDE",8,8.12428571428572,7.46133333333333,"After"
2025-02-25,"JFC",259,255.971428571429,245.673333333333,"After"
2025-02-25,"URC",67,69.2,65.4266666666667,"After"
2025-02-25,"CNPF",39.5,38.8857142857143,40.6983333333333,"After"
2025-02-25,"GSMI",296.6055,278.474285714286,273.756206666667,"After"
2025-02-25,"MONDE",7.9,8.12428571428572,7.47066666666667,"After"
2025-02-26,"JFC",268,258.114285714286,246.226666666667,"After"
2025-02-26,"URC",71,70.2071428571429,65.4666666666667,"After"
2025-02-26,"CNPF",38.65,39.0071428571429,40.5216666666667,"After"
2025-02-26,"GSMI",295.0215,282.010014285714,274.52841,"After"
2025-02-26,"MONDE",7.88,8.08571428571429,7.49333333333333,"After"
2025-02-27,"JFC",266,259.4,246.713333333333,"After"
2025-02-27,"URC",68.2,70.4142857142857,65.4083333333333,"After"
2025-02-27,"CNPF",39,39.0785714285714,40.3833333333333,"After"
2025-02-27,"GSMI",296.6055,285.6306,275.406213333333,"After"
2025-02-27,"MONDE",7.99,8.02,7.52633333333333,"After"
2025-02-28,"JFC",257.2,260.114285714286,247.2,"After"
2025-02-28,"URC",66.2,69.6571428571429,65.3483333333333,"After"
2025-02-28,"CNPF",40.4,39.2214285714286,40.2883333333333,"After"
2025-02-28,"GSMI",294.8235,288.883471428571,276.158616666667,"After"
2025-02-28,"MONDE",7.55,7.89571428571429,7.53966666666667,"After"
2025-03-03,"JFC",258,260.114285714286,247.566666666667,"After"
2025-03-03,"URC",66.2,69.0142857142857,65.2683333333333,"After"
2025-03-03,"CNPF",40.45,39.3714285714286,40.1866666666667,"After"
2025-03-03,"GSMI",282.1515,289.760342857143,276.48862,"After"
2025-03-03,"MONDE",7.01,7.76857142857143,7.54666666666667,"After"
2025-03-04,"JFC",252,259.171428571429,247.733333333333,"After"
2025-03-04,"URC",68,68.0928571428571,65.2416666666667,"After"
2025-03-04,"CNPF",40.1,39.5571428571429,40.0566666666667,"After"
2025-03-04,"GSMI",296.6055,291.853485714286,277.300423333333,"After"
2025-03-04,"MONDE",7.06,7.62714285714286,7.547,"After"
2025-03-05,"JFC",252,258.885714285714,247.9,"After"
2025-03-05,"URC",71.1,68.2428571428571,65.4116666666667,"After"
2025-03-05,"CNPF",40.8,39.8428571428571,39.9783333333333,"After"
